sourceTaxonId	sourceTaxonIds	sourceTaxonName	sourceTaxonRank	sourceTaxonPathNames	sourceTaxonPathIds	sourceTaxonPathRankNames	sourceId	sourceOccurrenceId	sourceCatalogNumber	sourceBasisOfRecordId	sourceBasisOfRecordName	sourceLifeStageId	sourceLifeStageName	sourceBodyPartId	sourceBodyPartName	sourcePhysiologicalStateId	sourcePhysiologicalStateName	interactionTypeName	interactionTypeId	targetTaxonId	targetTaxonIds	targetTaxonName	targetTaxonRank	targetTaxonPathNames	targetTaxonPathIds	targetTaxonPathRankNames	targetId	targetOccurrenceId	targetCatalogNumber	targetBasisOfRecordId	targetBasisOfRecordName	targetLifeStageId	targetLifeStageName	targetBodyPartId	targetBodyPartName	targetPhysiologicalStateId	targetPhysiologicalStateName	decimalLatitude	decimalLongitude	localityId	localityName	eventDateUnixEpoch	referenceCitation	referenceDoi	referenceUrl	sourceCitation	sourceNamespace	sourceArchiveURI	sourceDOI	sourceLastSeenAtUnixEpoch
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	EOL:595826	EOL:595826 | GBIF:2305739 | WORMS:160102 | IRMNG:11292324 | ITIS:567255 | INAT_TAXON:254742 | OTT:5498957 | FBC:SLB:SpecCode:1661 | OTT:5498957	Astyris lunata	Species	Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Columbellidae | Astyris | Astyris lunata	EOL:1 | EOL:2195 | EOL:2366 | EOL:2447 | EOL:10301885 | EOL:2450 | EOL:58408 | EOL:595826	kingdom | phylum | class | order | superfamily | family | genus | species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	EOL:453673	EOL:453673 | GBIF:2298496 | WORMS:420438 | IRMNG:10604914 | ITIS:75991 | OTT:62365 | FBC:SLB:SpecCode:6945 | NCBI:177453 | OTT:62365	Boonea seminuda	Species	Animalia | Mollusca | Gastropoda |  | Pyramidelloidea | Pyramidellidae | Boonea | Boonea seminuda	EOL:1 | EOL:2195 | EOL:2366 |  | EOL:10640201 | EOL:2438 | EOL:58121 | EOL:453673	kingdom | phylum | class |  | superfamily | family | genus | species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	EOL:440131	EOL:440131 | GBIF:5189305 | WORMS:397040 | IRMNG:10240808 | ITIS:81523 | OTT:488342 | FBC:SLB:SpecCode:48869 | NCBI:145464 | OTT:488342	Chione cancellata	Species	Animalia | Mollusca | Bivalvia | Veneroida | Veneroidea | Veneridae | Chione | Chione cancellata	EOL:1 | EOL:2195 | EOL:2215 | EOL:2275 | EOL:2577535 | EOL:2310 | EOL:50296 | EOL:440131	kingdom | phylum | class | order | superfamily | family | genus | species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	EOL:440033	EOL:440033 | GBIF:2288898 | IRMNG:10771162 | ITIS:81712 | OTT:2863725 | FBC:SLB:SpecCode:49070 | NCBI:61342 | OTT:2863725	Corbula contracta	Species	Animalia | Mollusca | Bivalvia | Myoida | Myoidea | Corbulidae | Corbula | Corbula contracta	EOL:1 | EOL:2195 | EOL:2215 | EOL:2226 | EOL:2578139 | EOL:2227 | EOL:56976 | EOL:440033	kingdom | phylum | class | order | superfamily | family | genus | species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	WORMS:877061	WORMS:877061 | WORMS:877061 | NCBI:1934717	Phrontis vibex	species	Biota | Animalia | Mollusca | Gastropoda | Caenogastropoda | Neogastropoda | Buccinoidea | Nassariidae | Nassariinae | Phrontis | Phrontis vibex	WORMS:1 | WORMS:2 | WORMS:51 | WORMS:101 | WORMS:224570 | WORMS:146 | WORMS:382214 | WORMS:151 | WORMS:225335 | WORMS:560406 | WORMS:877061	superdomain | kingdom | phylum | class | subclass | order | superfamily | family | subfamily | genus | species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	EOL:450932	EOL:450932 | GBIF:2303081 | WORMS:160428 | IRMNG:11055314 | ITIS:75409 | INAT_TAXON:81859 | OTT:2905931 | FBC:SLB:SpecCode:6373 | NCBI:1765706 | OTT:2905931	Terebra dislocata	Species	Animalia | Mollusca | Gastropoda | Neogastropoda | Conoidea | Terebridae | Terebra | Terebra dislocata	EOL:1 | EOL:2195 | EOL:2366 | EOL:2447 | EOL:9099399 | EOL:2467 | EOL:51188 | EOL:450932	kingdom | phylum | class | order | superfamily | family | genus | species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	EOL:491110	EOL:491110 | GBIF:2304357 | WORMS:140417 | IRMNG:11173032 | ITIS:568327 | INAT_TAXON:292602 | OTT:663884 | FBC:SLB:SpecCode:2415 | NCBI:134471 | OTT:663884	Stramonita haemastoma	Species	Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Stramonita | Stramonita haemastoma	EOL:1 | EOL:2195 | EOL:2366 | EOL:2447 | EOL:4846903 | EOL:2461 | EOL:38568 | EOL:491110	kingdom | phylum | class | order | superfamily | family | genus | species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	EOL:50398	EOL:50398 | OTT:1082920 | OTT:214867 | OTT:214869 | OTT:895844 | GBIF:2301670 | WORMS:137722 | IRMNG:1331382 | IF:30467 | NCBI:219073 | NCBI:211743 | NCBI:211742 | NCBI:183128 | ITIS:72619 | OTT:24075 | NCBI:52628	Crepidula	Genus	Animalia | Mollusca | Gastropoda | Littorinimorpha | Calyptraeoidea | Calyptraeidae | Crepidula	EOL:1 | EOL:2195 | EOL:2366 | EOL:7155467 | EOL:9097890 | EOL:2483 | EOL:50398	kingdom | phylum | class | order | superfamily | family | genus				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	EOL:453483	EOL:453483 | IRMNG:11174045 | ITIS:76362 | OTT:433720 | NCBI:649050 | OTT:433720	Cavolinia longirostris	Species	Animalia | Bilateria | Protostomia | Lophozoa | Mollusca | Gastropoda | Thecosomata | Cavoliniidae | Cavolinia | Cavolinia longirostris	EOL:1 | EOL:3014411 | EOL:10459935 | EOL:38476344 | EOL:2195 | EOL:2366 | EOL:2670 | EOL:2671 | EOL:58109 | EOL:453483	kingdom | subkingdom | infrakingdom | superphylum | division | class | order | family | genus | species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	EOL:481497	EOL:481497 | GBIF:2299292 | WORMS:419830 | IRMNG:10598443 | ITIS:72395 | INAT_TAXON:254084 | OTT:2894491 | FBC:SLB:SpecCode:4449 | OTT:2894491	Recluzia rollandiana	Species	Animalia | Mollusca | Gastropoda |  | Epitonioidea | Janthinidae | Recluzia | Recluzia rollandiana	EOL:1 | EOL:2195 | EOL:2366 |  | EOL:9098134 | EOL:2498 | EOL:60650 | EOL:481497	kingdom | phylum | class |  | superfamily | family | genus | species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	EOL:493170	EOL:493170 | GBIF:5189059 | WORMS:293683 | IRMNG:10600065 | ITIS:81302 | INAT_TAXON:253575 | OTT:2856643 | FBC:SLB:SpecCode:47996 | OTT:2856643	Abra aequalis	Species	Animalia | Mollusca | Bivalvia | Veneroida | Tellinoidea | Semelidae | Abra | Abra aequalis	EOL:1 | EOL:2195 | EOL:2215 | EOL:2275 | EOL:2577710 | EOL:2301 | EOL:62763 | EOL:493170	kingdom | phylum | class | order | superfamily | family | genus | species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	WORMS:815494	WORMS:815494 | WORMS:815494 | INAT_TAXON:461554	Americoliva sayana	species	Biota | Animalia | Mollusca | Gastropoda | Caenogastropoda | Neogastropoda | Olivoidea | Olividae | Olivinae | Americoliva | Americoliva sayana	WORMS:1 | WORMS:2 | WORMS:51 | WORMS:101 | WORMS:224570 | WORMS:146 | WORMS:411805 | WORMS:23082 | WORMS:411806 | WORMS:815486 | WORMS:815494	superdomain | kingdom | phylum | class | subclass | order | superfamily | family | subfamily | genus | species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	EOL:449039	EOL:449039 | GBIF:2286519 | WORMS:156843 | IRMNG:10841127 | ITIS:80913 | INAT_TAXON:83354 | OTT:592228 | FBC:SLB:SpecCode:47925 | NCBI:241162 | OTT:592228	Dinocardium robustum	Species	Animalia | Mollusca | Bivalvia | Veneroida | Cardioidea | Cardiidae | Dinocardium | Dinocardium robustum	EOL:1 | EOL:2195 | EOL:2215 | EOL:2275 | EOL:2577465 | EOL:2278 | EOL:57549 | EOL:449039	kingdom | phylum | class | order | superfamily | family | genus | species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	EOL:450171	EOL:450171 | GBIF:2301706 | WORMS:140258 | IRMNG:11173532 | ITIS:72115 | OTT:842599 | FBC:SLB:SpecCode:4394 | NCBI:255486 | OTT:842599	Litiopa melanostoma	Species	Animalia | Mollusca | Gastropoda |  | Cerithioidea | Litiopidae | Litiopa | Litiopa melanostoma	EOL:1 | EOL:2195 | EOL:2366 |  | EOL:6878012 | EOL:2500 | EOL:57733 | EOL:450171	kingdom | phylum | class |  | superfamily | family | genus | species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	ITIS:81272	ITIS:81272 | GBIF:2287055 | WORMS:157001 | IRMNG:10840181 | ITIS:81272 | INAT_TAXON:71254 | OTT:5491452 | FBC:SLB:SpecCode:48499 | NCBI:583367 | OTT:5491452	Tagelus plebeius	Species	Animalia | Bilateria | Protostomia | Lophozoa | Mollusca | Bivalvia | Heterodonta | Veneroida | Tellinoidea | Solecurtidae | Tagelus | Tagelus plebeius	ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914159 | ITIS:69458 | ITIS:79118 | ITIS:80383 | ITIS:80384 | ITIS:566879 | ITIS:81326 | ITIS:81271 | ITIS:81272	Kingdom | Subkingdom | Infrakingdom | Superphylum | Phylum | Class | Subclass | Order | Superfamily | Family | Genus | Species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	EOL:581873	EOL:581873 | GBIF:2305783 | WORMS:160222 | IRMNG:11169978 | ITIS:567407 | OTT:2899832 | FBC:SLB:SpecCode:1572 | NCBI:1859088 | OTT:2899832	Costoanachis avara	Species	Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Columbellidae | Costoanachis | Costoanachis avara	EOL:1 | EOL:2195 | EOL:2366 | EOL:2447 | EOL:10301885 | EOL:2450 | EOL:51233 | EOL:581873	kingdom | phylum | class | order | superfamily | family | genus | species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
EOL:1056176	EOL:1056176 | OTT:587328 | GBIF:2442165 | WORMS:137208 | IRMNG:10365719 | ITIS:551770 | INAT_TAXON:73844 | OTT:587328 | FBC:SLB:SpecCode:67114 | NCBI:8472	Lepidochelys kempii	Species	Animalia | Chordata | Reptilia | Testudines | Cheloniidae | Lepidochelys | Lepidochelys kempii	EOL:1 | EOL:694 | EOL:1703 | EOL:8120 | EOL:8123 | EOL:59582 | EOL:1056176	kingdom | phylum | class | order | family | genus | species	REP_2SLkem.3			no:match	Literature	no:match		no:match		no:match		eats	http://purl.obolibrary.org/obo/RO_0002470	EOL:493057	EOL:493057 | GBIF:7569027 | GBIF:5189101 | WORMS:156776 | IRMNG:10841129 | ITIS:81248 | INAT_TAXON:122241 | OTT:5491404 | FBC:SLB:SpecCode:48480 | NCBI:61353 | OTT:5491404	Donax variabilis	Species	Animalia | Mollusca | Bivalvia | Veneroida | Tellinoidea | Donacidae | Donax | Donax variabilis	EOL:1 | EOL:2195 | EOL:2215 | EOL:2275 | EOL:2577710 | EOL:2286 | EOL:62800 | EOL:493057	kingdom | phylum | class | order | superfamily | family | genus | species				no:match	Literature	no:match		no:match		no:match		27.70737276	-97.17959473		Nueces Bay		Donna Shaver. 1991. Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters	http://dx.doi.org/10.2307/1564592		http://gomexsi.tamucc.edu	GoMexSI/interaction-data	https://github.com/GoMexSI/interaction-data/archive/96b4b9db1e712e397805f1b6ca17f884e650f75f.zip		2017-11-07T14:56:04.000Z
